fid,MDI_IDENT,STATUS_ID,STATUS,NAME,All_NAMES,DEP_CLASS,P_COMMOD,S_COMMOD,RGP_DIST,TWP_AREA,LL_DATUM,LATITUDE,LONGITUDE,DETAIL,potentiel
1135,MDI52M01SE00192,1008,Prospect,Trout Bay No. 2 Nickel,"Trout Bay Nickel, Trout Bay No. 2 Nickel",,"Copper, Nickel",,Red Lake,Mulcahy,NAD83,51.000619999999998,-94.206027000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52M01SE00192,Modéré
1141,MDI000000000695,1001,Deposit,Eagle's Nest Project,"Double Eagle Property, Eagle One Deposit, Eagle's Nest Project, Noront DDH NOT-07-05","Mafic-Ultramafic Intrusion, Magmatic","Copper, Nickel, Palladium, Platinum","Gold, Silver",Thunder Bay North,BMA 526 862,NAD83,52.740493000000001,-86.299942999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000695,Intermédiaire
1142,MDI42D16NE00006,1004,Occurrence,Violamac East,Violamac East,,"Copper, Nickel",Silver,Thunder Bay South,Cirrus Lake Area,NAD83,48.879492999999997,-86.206615999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42D16NE00006,Intermédiaire
1144,MDI41I06NE00004,1007,Producing Mine,Copper Cliff South Mine,"Copper Cliff South Mine, Evans Mine",,"Copper, Nickel, Palladium, Platinum","Cobalt, Gold, Iron, Selenium, Silver, Sulphur/Pyrite, Tellurium",Sudbury,Snider,NAD83,46.458792000000003,-81.080910000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NE00004,Très fort
1145,MDI41I10NE00037,1003,Discretionary Occurrence,E.J. Rivers,"E.J. Rivers, Moose Rapids",,"Copper, Nickel",Sulphur/Pyrite,Sudbury,Scadding,NAD83,46.636429999999997,-80.659025000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10NE00037,Très fort
1146,MDI42A10NW00041,1004,Occurrence,Hollinger DDH DUS-1-71,"Hollinger DDH DUS-1-71, Hollinger Mines Scott Option",,Nickel,"Copper, Zinc",Timmins,Dundonald,NAD83,48.653046000000003,-80.818495999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A10NW00041,Fort
1147,MDI42A10NW00030,1004,Occurrence,Hollinger DDH D-24,Hollinger DDH D-24,,"Copper, Nickel",Gold,Timmins,Dundonald,NAD83,48.666777000000003,-80.901972999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A10NW00030,Fort
1152,MDI31M05SE00002,1005,Past Producing Mine,Silverfields,"Alexandra, Carl Reinhardt, Silverfields, Teck",,"Cobalt, Silver","Antimony, Bismuth, Copper, Nickel",Kirkland Lake,Coleman,NAD83,47.374228000000002,-79.675128000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00002,Fort
1154,MDI41I09SE00007,1003,Discretionary Occurrence,Crerar Occurrence E,Crerar Occurrence E,,"Copper, Nickel",,Sudbury,Crerar,NAD83,46.608625000000004,-80.227072000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I09SE00007,Très fort
1158,MDI42D16SW00016,1004,Occurrence,American Brass Ltd.,"American Brass Ltd., Anaconda 2, Fleck Res Ltd",Magmatic,"Copper, Gold, Nickel, Palladium, Platinum","Iron, Rhodium, Silver, Titanium",Thunder Bay South,O'Neill,NAD83,48.782288000000001,-86.323432999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42D16SW00016,Intermédiaire
1159,MDI53C10SW00004,1004,Occurrence,Peridotite Bay,Peridotite Bay,Mafic-Ultramafic Intrusion,"Iron, Nickel","Chromium, Cobalt, Copper",Red Lake,Buckett Lake Area,NAD83,52.509222999999999,-92.856836000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53C10SW00004,Modéré
1161,MDI52E09NW00134,1004,Occurrence,Gold Lake,"Bigstone Bay Project, Blackburn - Pattison Mine, Gold Lake",,"Copper, Gold, Nickel",Silver,Kenora,Kirkup,NAD83,49.627789999999997,-94.279380000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52E09NW00134,Modéré
1164,MDI41I11SE00007,1005,Past Producing Mine,McKim,McKim,,"Copper, Nickel","Cobalt, Gold, Iridium, Iron, Palladium, Platinum, Rhodium, Ruthenium, Selenium, Silver",Sudbury,McKim,NAD83,46.524597999999997,-81.053939000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11SE00007,Très fort
1165,MDI42D09NW00010,1004,Occurrence,Dunlop Copper Project,"Dunlop Copper Project, Kinasco-Conwest, W.B. Dunlop",,Copper,"Molybdenum, Nickel, Silver, Zinc",Thunder Bay South,Pic,NAD83,48.719186000000001,-86.325816000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42D09NW00010,Intermédiaire
1166,MDI42A12NW00006,1004,Occurrence,Dominion Gulf DDH 13,"Dominion Gulf DDH 13, Gulf Occurrence, Johnson Claim Group",,Nickel,"Asbestos, Chromium",Timmins,Clergue,NAD83,48.670098000000003,-80.793781999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A12NW00006,Fort
1169,MDI52F10NW00117,1004,Occurrence,Pidgeon - Contact Bay,Pidgeon - Contact Bay,,"Copper, Nickel",,Kenora,Contact Bay Area,NAD83,49.694826999999997,-92.786230000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F10NW00117,Modéré
1170,MDI000000001241,1004,Occurrence,International Nickel Company of Canada Ltd 25012,International Nickel Company of Canada Ltd 25012,,Nickel,,Timmins,Dargavel,NAD83,49.057884999999999,-81.483125999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001241,Fort
1174,MDI41I06NW00104,1003,Discretionary Occurrence,"Lots 8 & 9, Con 5","Lots 8 & 9, Con 5",,"Copper, Nickel",,Sudbury,Denison,NAD83,46.427419000000000,-81.394408999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00104,Très fort
1177,MDI42A04NW00038,1004,Occurrence,Amax Ken-1,Amax Ken-1,,Nickel,,Timmins,Kenogaming,NAD83,48.164943000000001,-81.893283999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A04NW00038,Fort
1178,MDI31M03NW00012,1005,Past Producing Mine,Wettlaufer Mine,"Agnico Mines Ltd., Cobalt Consolidated Mining Corporation, Wettlaufer Claim HR 85, Wettlaufer Mine",Vein (Cobalt-Type),"Cobalt, Silver",Nickel,Kirkland Lake,South Lorrain,NAD83,47.192222999999998,-79.501289999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M03NW00012,Fort
1181,MDI32D04SW00257,1004,Occurrence,Philibert,"Allerston, Philibert",,Nickel,"Copper, Lead",Kirkland Lake,McElroy,NAD83,48.043976000000001,-79.846734999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI32D04SW00257,Fort
1182,MDI52A04SE00026,1001,Deposit,Crystal Lake Project,"Crystal Lake Project, Falconbridge Trench, Great Lakes Nickel, J.S. Brodie & T.W. Page",Magmatic,"Chromium, Copper, Nickel, Palladium, Platinum","Cobalt, Gold, Rhodium, Silver",Thunder Bay South,Pardee,NAD83,48.078493000000002,-89.623849000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52A04SE00026,Intermédiaire
1190,MDI000000001139,1003,Discretionary Occurrence,Atkinson Sample,Atkinson Sample,Magmatic,Nickel,Platinum,Timmins,McCart,NAD83,48.769925000000001,-80.871145999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001139,Fort
1191,MDI41J01NE00026,1003,Discretionary Occurrence,Steinke Showing,Steinke Showing,,Copper,Nickel,Sudbury,Salter,NAD83,46.198343999999999,-82.080646999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J01NE00026,Très fort
1195,MDI41J08SE00012,1003,Discretionary Occurrence,Whitson Lake East,"Kerr-Addison E, Whitson Lake East",,Copper,Nickel,Sudbury,May,NAD83,46.263471000000003,-82.009569999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J08SE00012,Très fort
1197,MDI41I10SW00006,1007,Producing Mine,Garson Mine,Garson Mine,,"Copper, Nickel","Cobalt, Gold, Iron, Palladium, Platinum, Selenium, Silver, Sulphur/Pyrite, Tellurium",Sudbury,Garson,NAD83,46.567017999999997,-80.857849999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00006,Très fort
1199,MDI42D16SW00017,1004,Occurrence,Fairbairne,"Fairbairne, Lakehead Mine, Seemar, Wullie Lake",Magmatic,"Copper, Nickel, Palladium, Platinum","Gold, Silver",Thunder Bay South,Seeley Lake Area,NAD83,48.865147000000000,-86.466796000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42D16SW00017,Intermédiaire
1202,MDI42A14SW00031,1004,Occurrence,Inco DDH 27005,Inco DDH 27005,,"Copper, Nickel",,Timmins,Crawford,NAD83,48.833835999999998,-81.379058000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A14SW00031,Fort
1203,MDI41P08SW00003,1004,Occurrence,Sucker Gut Lake,Sucker Gut Lake,,Copper,"Cobalt, Nickel",Kirkland Lake,Leo,NAD83,47.357067999999998,-80.263858999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P08SW00003,Fort
1208,MDI41P07NE00012,1004,Occurrence,Andrew Byberg,"Andrew Byberg, Haines",,"Cobalt, Copper","Nickel, Silver",Kirkland Lake,Charters,NAD83,47.499070000000003,-80.725881999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P07NE00012,Fort
1209,MDI000000002150,1004,Occurrence,Discovery Zone Cu-Au-Pt,"Discovery Zone Cu-Au-Pt, Lake 19 Area, Westco Showing",,"Copper, Nickel","Cobalt, Gold, Palladium, Platinum",Kenora,Bliss Lake Area,NAD83,48.691918999999999,-92.766769999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002150,Modéré
1211,MDI000000001739,1003,Discretionary Occurrence,Northern Shield DDH 07HB-01,Northern Shield DDH 07HB-01,Mafic-Ultramafic Intrusion,"Nickel, Palladium, Platinum","Copper, Iron",Thunder Bay North,BMA 524 861,NAD83,52.427835000000002,-86.221545000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001739,Intermédiaire
1212,MDI41J01NE00024,1003,Discretionary Occurrence,J. Gutcher 'F' Showing,J. Gutcher 'F' Showing,,Copper,"Nickel, Sulphur/Pyrite",Sudbury,Salter,NAD83,46.245914999999997,-82.090558000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J01NE00024,Très fort
1221,MDI42L05SW00009,1004,Occurrence,Panther International,"Panther East, Panther International, Toronto Lake",,Nickel,,Thunder Bay North,Toronto Lake Area,NAD83,50.355803999999999,-87.807374999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42L05SW00009,Intermédiaire
1223,MDI41P10NE00010,1005,Past Producing Mine,Morrison,Morrison,,"Cobalt, Silver",Nickel,Kirkland Lake,Nicol,NAD83,47.652186999999998,-80.714217000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NE00010,Fort
1224,MDI52B09NW00029,1004,Occurrence,D. Shawmin,D. Shawmin,,"Copper, Nickel",Zinc,Thunder Bay South,Haines,NAD83,48.628067000000001,-90.376002999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52B09NW00029,Intermédiaire
1225,MDI52C10NE00054,1004,Occurrence,Island Bay,Island Bay,,Copper,Nickel,Kenora,Bad Vermilion Lake Area,NAD83,48.713631999999997,-92.657006999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52C10NE00054,Modéré
1226,MDI41P09NW00037,1008,Prospect,Beacon Consolidated Mines Ltd.,"Beacon Consolidated Mines Ltd., Claim MR28869, Cleaves Claim, M. Romaniuk Claims, Pinkerton Project, Solomino Gold Mines Ltd.",Vein,"Cobalt, Silver",Nickel,Kirkland Lake,James,NAD83,47.678628000000003,-80.308009999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P09NW00037,Fort
1230,MDI41I05SE00066,1004,Occurrence,Bell Lake,"Bell Lake, Bell Lake Nickel",,Nickel,Cobalt,Sudbury,Lorne,NAD83,46.344031000000001,-81.550884999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SE00066,Très fort
1231,MDI31M12SW00011,1004,Occurrence,Milberta Creek,Milberta Creek,,Copper,"Cobalt, Nickel",Kirkland Lake,Hudson,NAD83,47.533064000000003,-79.822841999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M12SW00011,Fort
1235,MDI52C11NE00033,1004,Occurrence,Nickel Lake,"Ainley, Fontana, Nickel Lake",,"Iron, Sulphur/Pyrite","Copper, Nickel",Kenora,Watten,NAD83,48.704110999999997,-93.136241999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52C11NE00033,Modéré
1240,MDI52M01SE00215,1004,Occurrence,Olsen-McKey,Olsen-McKey,,Copper,"Nickel, Platinum",Red Lake,Mulcahy,NAD83,51.001823000000002,-94.219997000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52M01SE00215,Modéré
1243,MDI52O11SW00031,1004,Occurrence,McVicar Lake East,"McVicar Lake East, McVicar Zone A",Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium",Cobalt,Thunder Bay North,McVicar Lake Area,NAD83,51.560854999999997,-91.347067999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52O11SW00031,Intermédiaire
1246,MDI41I09SE00006,1003,Discretionary Occurrence,Crerar Occurrence D,Crerar Occurrence D,,"Copper, Nickel",,Sudbury,Crerar,NAD83,46.610537999999998,-80.230440000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I09SE00006,Très fort
1255,MDI41I07NW00036,1003,Discretionary Occurrence,McKim H Showing,McKim H Showing,,"Copper, Nickel",Sulphur/Pyrite,Sudbury,McKim,NAD83,46.481265999999998,-80.996039999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I07NW00036,Très fort
1257,MDI41I11NW00010,1005,Past Producing Mine,Fecunis Lake Mine,Fecunis Lake Mine,,"Copper, Nickel","Cobalt, Gold, Iridium, Iron, Palladium, Platinum, Rhodium, Ruthenium, Selenium, Silver",Sudbury,Levack,NAD83,46.658025000000002,-81.359868000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00010,Très fort
1259,MDI41I11SE00043,1004,Occurrence,Lady Violet Mine,Lady Violet Mine,,"Copper, Nickel",,Sudbury,Snider,NAD83,46.502358000000001,-81.082994999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11SE00043,Très fort
1264,MDI42A07SW00004,1009,Past Producing Mine (Low Tonnage),Premier Mine,"Canada Baryte, Peerless Canadian, Premier Langmuir, Premier Mine",Hydrothermal,"Barite, Nickel","Copper, Lead, Silver, Zinc",Timmins,Langmuir,NAD83,48.281281999999997,-80.994276999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A07SW00004,Fort
1266,MDI41P16SW00003,1009,Past Producing Mine (Low Tonnage),Roy,"Chartre/Dufresne, Hubert Lake, Roy, Tiara, Tormont",,"Cobalt, Copper, Nickel, Silver",Gold,Kirkland Lake,Farr,NAD83,47.777408999999999,-80.463556999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P16SW00003,Fort
1267,MDI41I11SE00037,1004,Occurrence,"Blezard Lot 8, Con II","Blezard Lot 8, Con II",,"Copper, Nickel",,Sudbury,Blezard,NAD83,46.558200999999997,-81.023393999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11SE00037,Très fort
1268,MDI41I10SE00011,1003,Discretionary Occurrence,Foisey,Foisey,,Nickel,"Copper, Sulphur/Pyrite",Sudbury,Dryden,NAD83,46.536026999999997,-80.697539000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SE00011,Très fort
1270,MDI41I08NE00013,1004,Occurrence,Cache River Sulphides,Cache River Sulphides,,Sulphur/Pyrite,Nickel,Sudbury,Springer,NAD83,46.421509000000000,-80.020803000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I08NE00013,Très fort
1272,MDI42I08NW00003,1003,Discretionary Occurrence,Argor DDH K-1,Argor DDH K-1,,"Copper, Nickel",,Timmins,Partridge Lake Area,NAD83,50.383164000000001,-80.321481000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42I08NW00003,Fort
1273,MDI42I08NW00006,1003,Discretionary Occurrence,Eastmain Resources DDH ANR-00-01,Eastmain Resources DDH ANR-00-01,,"Copper, Zinc",Nickel,Timmins,Partridge Lake Area,NAD83,50.405562000000003,-80.469409999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42I08NW00006,Fort
1280,MDI000000001291,1003,Discretionary Occurrence,Noranda Ossin 1-84,Noranda Ossin 1-84,,Nickel,"Copper, Zinc",Timmins,Ossin,NAD83,48.565210999999998,-82.565335000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001291,Fort
1286,MDI52C11NE00028,1004,Occurrence,Daley and Galbraith Occurrence,"Daley and Galbraith Occurrence, Daley-Galbraith, Nickel Lake Prospect, T. Daley",,"Copper, Nickel",Zinc,Kenora,Watten,NAD83,48.704110999999997,-93.128195000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52C11NE00028,Modéré
1297,MDI41J01NE00028,1003,Discretionary Occurrence,Dagenais-Tennant,Dagenais-Tennant,,Copper,Nickel,Sudbury,Salter,NAD83,46.194274999999998,-82.083613000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J01NE00028,Très fort
1304,MDI41I09SE00024,1004,Occurrence,Tomrose,"Tomlinson Property, Tomrose",Mafic-Ultramafic Intrusion,"Copper, Nickel",Gold,Sudbury,Crerar,NAD83,46.594037999999998,-80.236845000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I09SE00024,Très fort
1308,MDI52B13NE00011,1004,Occurrence,Finlayson Lake,"Canadian-Addicks, Finlayson Lake",,Copper,"Gold, Nickel, Silver",Thunder Bay South,Finlayson Lake Area,NAD83,48.941256000000003,-91.554396999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52B13NE00011,Intermédiaire
1315,MDI000000001911,1003,Discretionary Occurrence,Talc Copper Occurrence,Talc Copper Occurrence,,Copper,"Nickel, Palladium, Platinum",Thunder Bay South,McGill,NAD83,48.956294000000000,-85.470808000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001911,Intermédiaire
1316,MDI000000000743,1004,Occurrence,OGS Sample (07JF421),OGS Sample (07JF421),Mafic-Ultramafic Intrusion,Nickel,,Red Lake,Hewitt Lake Area,NAD83,52.474769999999999,-92.825005000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000743,Modéré
1322,MDI000000000833,1004,Occurrence,Lavoie Creek East,"LH01-19 (Aurora Platinum Corporation), Lavoie Creek East",Mafic-Ultramafic Intrusion,"Copper, Nickel","Palladium, Platinum",Thunder Bay North,Springer Lake Area,NAD83,52.482019999999999,-87.509434999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000833,Intermédiaire
1324,MDI000000000965,1004,Occurrence,Falconbridge Ltd DDH MCD41-02,Falconbridge Ltd DDH MCD41-02,,Nickel,,Timmins,MacDiarmid,NAD83,48.674323000000001,-81.579830999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000965,Fort
1330,MDI41J08NE00014,1004,Occurrence,El Pen-Rey,"El Pen-Rey, Moon Lake Area","Mafic-Ultramafic Intrusion, Magmatic","Copper, Nickel","Palladium, Platinum",Sudbury,Gerow,NAD83,46.428021999999999,-82.206900000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J08NE00014,Très fort
1335,MDI41P10NE00040,1004,Occurrence,Hart,"Hart, Tonopah",,Silver,"Cobalt, Copper, Nickel",Kirkland Lake,Nicol,NAD83,47.653067000000000,-80.724638999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NE00040,Fort
1340,MDI41P10NW00026,1004,Occurrence,Brett Lake,"Brett Lake, Lake Superior Resources Corp",,Silver,"Bismuth, Cobalt, Copper, Gold, Nickel, Zinc",Kirkland Lake,Van Hise,NAD83,47.681877000000000,-80.839367999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NW00026,Fort
1341,MDI42A14SE00032,1004,Occurrence,Inco DDH 6258,"Inco DDH 6258, Inco South",,"Copper, Nickel",,Timmins,Mann,NAD83,48.834232000000000,-81.035321999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A14SE00032,Fort
1342,MDI53C04NE00005,1004,Occurrence,McInnes Lake Nickel 1,McInnes Lake Nickel 1,Mafic-Ultramafic Intrusion,Nickel,Chromium,Red Lake,McInnes Lake Area,NAD83,52.217094000000003,-93.711560000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53C04NE00005,Modéré
1343,MDI42A06SE00026,1003,Discretionary Occurrence,Kennco DDH 58-1,"Kennco - Inco, Kennco DDH 58-1",,"Copper, Nickel",Iron,Timmins,Adams,NAD83,48.349024000000000,-81.223275000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SE00026,Fort
1347,MDI42A09SW00028,1004,Occurrence,Hollinger DDH #B5,"Hollinger DDH #B5, Hollinger Occurrence",,"Gold, Iron, Nickel",,Kirkland Lake,Beatty,NAD83,48.552109000000002,-80.391090000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A09SW00028,Fort
1348,MDI000000000608,1004,Occurrence,J. W. Wells,"Caribou Lake Nickel, J. W. Wells",Mafic-Ultramafic Intrusion,"Copper, Nickel",Platinum,Sudbury,McConkey,NAD83,45.930267999999998,-80.104159999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000608,Très fort
1350,MDI42A14NE00062,1003,Discretionary Occurrence,Shell Resources DDH 7602-78-25,"Shell Anomaly M, Grid 16-17C, Shell Resources DDH 7602-78-25",,"Nickel, Zinc",,Timmins,Reaume,NAD83,48.920287999999999,-81.174471999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A14NE00062,Fort
1352,MDI000000001646,1001,Deposit,VW Deposit,"Junior Lake Property, VW Deposit","Epigenetic, Hydrothermal","Copper, Nickel","Cobalt, Gold, Palladium, Platinum",Thunder Bay North,Junior Lake Area,NAD83,50.375745000000002,-87.904278000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001646,Intermédiaire
1356,MDI41I07NE00008,1003,Discretionary Occurrence,Minnow Lake West Pit,Minnow Lake West Pit,,Nickel,,Sudbury,McKim,NAD83,46.492691999999998,-80.970994000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I07NE00008,Très fort
1359,MDI42A06NW00194,1004,Occurrence,Collins Nickel,Collins Nickel,,Nickel,Asbestos,Timmins,Deloro,NAD83,48.400126999999998,-81.264570000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06NW00194,Fort
1362,MDI42E01NW00006,1004,Occurrence,Maria,"Baseline, Maria",,Copper,"Gold, Nickel",Thunder Bay South,Vein Lake Area,NAD83,49.154946000000002,-86.419793999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42E01NW00006,Intermédiaire
1364,MDI41J08SE00029,1004,Occurrence,Alexander Cu-Sili,"Alexander Cu-Sili, Massey-Tintina",,"Copper, Silica Sand","Nickel, Sulphur/Pyrite",Sudbury,May,NAD83,46.258311999999997,-82.019893999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J08SE00029,Très fort
1368,MDI42A06NE00133,1004,Occurrence,Hanna Mining Sample 6459,Hanna Mining Sample 6459,,Nickel,,Timmins,Carman,NAD83,48.388097999999999,-81.045958999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06NE00133,Fort
1375,MDI000000002341,1004,Occurrence,Phoenix Occurrence,"Eva-Kitto Ni-Cu-PGE, Phoenix Occurrence",,"Nickel, Palladium, Platinum",Copper,Thunder Bay North,Kitto,NAD83,49.532910999999999,-88.128895999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002341,Intermédiaire
1378,MDI52B09NW00028,1004,Occurrence,Seemar,Seemar,,"Copper, Nickel",,Thunder Bay South,Haines,NAD83,48.635528999999998,-90.346226000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52B09NW00028,Intermédiaire
1380,MDI41P09SE00012,1004,Occurrence,Munroe Lake,Munroe Lake,,Silver,"Cobalt, Copper, Nickel",Kirkland Lake,Speight,NAD83,47.553375000000003,-80.197291000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P09SE00012,Fort
1387,MDI000000003212,1005,Past Producing Mine,LKE,"LKE, Lockerby East",,"Copper, Nickel",Cobalt,Sudbury,Denison,NAD83,46.439979000000001,-81.307616999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000003212,Très fort
1388,MDI31C12SW00002,1004,Occurrence,Maloney,Maloney,,Iron,"Chromium, Copper, Nickel, Titanium",Southern Ontario,Marmora,NAD83,44.532006000000003,-77.754745999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C12SW00002,Faible
1390,MDI42B01NE00020,1004,Occurrence,Keith Dike,"Dome DDH 48-9, Dome Kimberlite, Keith Dike",Diatreme,Kimberlite,Nickel,Timmins,Keith,NAD83,48.137939000000003,-82.241906000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42B01NE00020,Fort
1391,MDI41I05SE00037,1003,Discretionary Occurrence,Bell Lake East,Bell Lake East,,"Copper, Nickel",,Sudbury,Lorne,NAD83,46.343324000000003,-81.538767000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SE00037,Très fort
