fid,MDI_IDENT,STATUS_ID,STATUS,NAME,All_NAMES,DEP_CLASS,P_COMMOD,S_COMMOD,RGP_DIST,TWP_AREA,LL_DATUM,LATITUDE,LONGITUDE,DETAIL,potentiel
1098,MDI41H16NE00020,1004,Occurrence,Caribou Lake Nickel,"Caribou Lake Nickel, Hays",,"Copper, Nickel, Platinum",Gold,Sudbury,McConkey,NAD83,45.941113000000001,-80.083627000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41H16NE00020,Très fort
1101,MDI52H04NE00003,1007,Producing Mine,Lac des Iles Mine,"Lac des Iles Mine, Roby Zone",Mafic-Ultramafic Intrusion,"Palladium, Platinum","Cobalt, Copper, Gold, Nickel",Thunder Bay South,Lac Des Iles Area,NAD83,49.171346999999997,-89.615634999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52H04NE00003,Intermédiaire
1104,MDI42A03SE00042,1004,Occurrence,Pan Ore Drill Hole Po-2,"Moray Lake Southwest, Pan Ore Drill Hole Po-2",,Nickel,Copper,Timmins,Zavitz,NAD83,48.023611000000002,-81.085059000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03SE00042,Fort
1106,MDI31C13NE00105,1003,Discretionary Occurrence,Eastrock,Eastrock,,"Copper, Nickel",,Southern Ontario,Limerick,NAD83,44.911478000000002,-77.670840999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C13NE00105,Faible
1107,MDI41I05NE00058,1004,Occurrence,Kordol North Showing,"Kordol No 2 Zone, Kordol North Showing",Mafic-Ultramafic Intrusion,"Cobalt, Copper, Nickel",Palladium,Sudbury,Hyman,NAD83,46.378839999999997,-81.622701000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00058,Très fort
1111,MDI42A04NW00039,1004,Occurrence,Ireland,"American Barrick, Crawford River, Ireland",Magmatic,Nickel,"Copper, Palladium, Platinum",Timmins,Kenogaming,NAD83,48.174658999999998,-81.947176999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A04NW00039,Fort
1113,MDI41I06NW00122,1004,Occurrence,Loughrim and Dwyer Prospect,Loughrim and Dwyer Prospect,Mafic-Ultramafic Intrusion,"Copper, Nickel",,Sudbury,Drury,NAD83,46.395797000000002,-81.458712000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00122,Très fort
1115,MDI41I06NW00003,1009,Past Producing Mine (Low Tonnage),Chicago Mine,"Chicago Mine, Drury Nickel Company, Inez Mine, Travers Mine",,"Copper, Nickel",Tellurium,Sudbury,Drury,NAD83,46.433034999999997,-81.464883999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00003,Très fort
1116,MDI41P10SW00023,1008,Prospect,J. Beadman,J. Beadman,,"Nickel, Silver","Cobalt, Copper",Kirkland Lake,Milner,NAD83,47.605173000000001,-80.804079000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10SW00023,Fort
1125,MDI42A06SE00064,1004,Occurrence,Paramaque DDH Par 65-4,Paramaque DDH Par 65-4,,Nickel,"Asbestos, Copper",Timmins,Langmuir,NAD83,48.353552999999998,-81.040392999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SE00064,Fort
1126,MDI41I11SE00005,1005,Past Producing Mine,Frood-Stobie,"Frood, Frood-Stobie, Stobie",,"Copper, Nickel","Cobalt, Gold, Iron, Palladium, Platinum, Selenium, Silver, Sulphur/Pyrite, Tellurium",Sudbury,McKim,NAD83,46.536028999999999,-80.998868000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11SE00005,Très fort
1127,MDI41I11NW00011,1005,Past Producing Mine,Longvack South Mine,Longvack South Mine,,"Copper, Nickel","Cobalt, Gold, Iridium, Iron, Palladium, Platinum, Rhodium, Ruthenium, Silver",Sudbury,Levack,NAD83,46.679017999999999,-81.333883000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00011,Très fort
1128,MDI41I07NW00047,1004,Occurrence,Wanapitei South,"Nick Valley Copper Mines, Wanapitei South",,"Copper, Nickel",Sulphur/Pyrite,Sudbury,Dryden,NAD83,46.459702999999998,-80.796271000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I07NW00047,Très fort
1130,MDI41O10NW00019,1004,Occurrence,Granges Zone #1,"Granges DDH SW102, Granges Zone #1, Swayze Joint Venture","Exhalative, Volcanogenic","Copper, Nickel","Gold, Silver",Timmins,Tooms,NAD83,47.714879000000003,-82.881054000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41O10NW00019,Fort
1132,MDI41I11NW00014,1007,Producing Mine,McCreedy West Mine,"Levack West, McCreedy West Mine",,"Copper, Nickel, Palladium, Platinum","Cobalt, Gold, Iron, Selenium, Silver, Sulphur/Pyrite, Tellurium",Sudbury,Levack,NAD83,46.636023000000002,-81.399884000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00014,Très fort
1134,MDI000000000690,1004,Occurrence,Sedex DDH Sds-08-13,Sedex DDH Sds-08-13,,"Copper, Nickel",Zinc,Timmins,Sothman,NAD83,47.910054000000002,-81.239772000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000690,Fort
